gene_id,gene_name,library
ENSG00000282173.1,AC245427.5,gc27
ENSG00000282780.1,AC245427.9,gc27
ENSG00000211751.9,AC245427.1,gc27
ENSG00000211764.1,TRBJ2-1,gc27
ENSG00000211765.1,TRBJ2-2,gc27
ENSG00000211766.1,TRBJ2-2P,gc27
ENSG00000211767.1,TRBJ2-3,gc27
ENSG00000211768.1,TRBJ2-4,gc27
ENSG00000211769.1,TRBJ2-5,gc27
ENSG00000211770.1,TRBJ2-6,gc27
ENSG00000211771.1,TRBJ2-7,gc27
ENSG00000211772.11,TRBC2,gc27
ENSG00000237254.2,TRBV30,gc27
ENSG00000106123.11,EPHB6,gc27
ENSG00000165125.19,TRPV6,gc27
ENSG00000224970.2,AC245427.2,gc27
ENSG00000127412.6,TRPV5,gc27
ENSG00000165131.6,C7orf34,gc27
ENSG00000197993.7,KEL,gc27
ENSG00000179468.5,OR9A2,gc27
ENSG00000239293.1,OR9P1P,gc27
ENSG00000225781.1,OR6V1,gc27
ENSG00000179420.11,OR6W1P,gc27
ENSG00000159763.3,PIP,gc27
ENSG00000236398.2,TAS2R39,gc27
ENSG00000268170.2,AC073342.2,gc27
ENSG00000221937.4,TAS2R40,gc27
ENSG00000279223.1,AC073342.3,gc27
ENSG00000197448.13,GSTK1,gc27
ENSG00000231840.1,AC073342.1,gc27
ENSG00000178826.10,TMEM139,gc27
ENSG00000106144.19,CASP2,gc27
ENSG00000239419.3,RN7SL535P,gc27
ENSG00000240322.3,RN7SL481P,gc27
ENSG00000231531.5,HINT1P1,gc27
ENSG00000188037.10,CLCN1,gc27
ENSG00000159784.17,FAM131B,gc27
ENSG00000272619.1,AC093673.2,gc27
ENSG00000232533.1,AC093673.1,gc27
ENSG00000159840.15,ZYX,gc27
ENSG00000278449.1,MIR6892,gc27
ENSG00000146904.8,EPHA1,gc27
ENSG00000229153.5,EPHA1-AS1,gc27
ENSG00000234066.1,TAS2R62P,gc27
ENSG00000185899.1,TAS2R60,gc27
ENSG00000221855.1,TAS2R41,gc27
ENSG00000236853.1,OR2R1P,gc27
ENSG00000176510.5,OR10AC1,gc27
ENSG00000229977.2,AC073264.1,gc27
ENSG00000229877.1,PAICSP5,gc27
ENSG00000271079.1,CTAGE15,gc27
ENSG00000252037.1,RNU6-162P,gc27
ENSG00000230556.1,AC073264.2,gc27
ENSG00000223459.5,TCAF1P1,gc27
ENSG00000170379.19,TCAF2,gc27
ENSG00000283537.1,AC073264.4,gc27
ENSG00000283528.2,AC073264.3,gc27
ENSG00000252523.1,RNU6-267P,gc27
ENSG00000271321.1,CTAGE6,gc27
ENSG00000253882.6,AC099548.2,gc27
ENSG00000241136.1,PAICSP6,gc27
ENSG00000232145.1,AC099548.1,gc27
ENSG00000159860.6,TCAF2P1,gc27
ENSG00000198420.9,TCAF1,gc27
ENSG00000221910.2,OR2F2,gc27
ENSG00000213215.5,OR2F1,gc27
ENSG00000270729.1,AC004853.1,gc27
ENSG00000273377.1,AC004853.2,gc27
ENSG00000242280.1,SLC16A1P1,gc27
ENSG00000221813.4,OR6B1,gc27
ENSG00000221836.3,OR2A5,gc27
ENSG00000221933.3,OR2A25,gc27
ENSG00000239967.1,OR2A41P,gc27
ENSG00000221858.3,OR2A12,gc27
ENSG00000221989.2,OR2A2,gc27
ENSG00000239981.1,OR2A15P,gc27
ENSG00000221938.5,OR2A14,gc27
ENSG00000273234.1,AC091768.1,gc27
ENSG00000183122.5,OR2A3P,gc27
ENSG00000240621.1,OR2AO1P,gc27
ENSG00000225932.3,CTAGE4,gc27
ENSG00000213214.4,ARHGEF35,gc27
ENSG00000244198.5,AC004889.1,gc27
ENSG00000212807.2,OR2A42,gc27
ENSG00000170356.9,OR2A20P,gc27
ENSG00000284644.1,AC074386.1,gc27
ENSG00000243896.4,OR2A7,gc27
ENSG00000244693.1,CTAGE8,gc27
ENSG00000204959.4,ARHGEF34P,gc27
ENSG00000228960.6,OR2A9P,gc27
ENSG00000244479.7,OR2A1-AS1,gc27
ENSG00000221970.2,OR2A1,gc27
ENSG00000050327.14,ARHGEF5,gc27
ENSG00000106410.14,NOBOX,gc27
ENSG00000242978.1,AC004534.1,gc27
ENSG00000221507.1,RNU6ATAC40P,gc27
ENSG00000196511.14,TPK1,gc27
ENSG00000243746.1,EEF1A1P10,gc27
ENSG00000200673.1,RN7SKP174,gc27
ENSG00000236343.1,EI24P4,gc27
ENSG00000214035.3,AC073310.1,gc27
ENSG00000225918.1,RPL7P59,gc27
ENSG00000226592.1,AC004911.1,gc27
ENSG00000231839.1,AC073055.1,gc27
ENSG00000230746.1,AC006007.1,gc27
ENSG00000280144.1,AC073308.1,gc27
ENSG00000174469.19,CNTNAP2,gc27
ENSG00000274127.1,uc_338,gc27
ENSG00000274118.1,Y_RNA,gc27
ENSG00000236795.1,AC006004.1,gc27
ENSG00000226857.1,DUTP3,gc27
ENSG00000232391.1,RANP2,gc27
ENSG00000221442.1,MIR548F4,gc27
ENSG00000230190.1,AC005518.1,gc27
ENSG00000270634.1,AC005518.2,gc27
ENSG00000207318.1,RNU6-1184P,gc27
ENSG00000251936.1,RNA5SP249,gc27
ENSG00000242266.3,RN7SL456P,gc27
ENSG00000199370.2,U3,gc27
ENSG00000243374.3,RN7SL72P,gc27
ENSG00000274133.1,AC083849.1,gc27
ENSG00000283504.1,AC006974.1,gc27
ENSG00000283648.1,AC006974.2,gc27
ENSG00000213210.4,AC005229.2,gc27
ENSG00000170279.2,C7orf33,gc27
ENSG00000213209.2,AC005229.1,gc27
ENSG00000270200.1,AC005229.3,gc27
ENSG00000273314.1,AC005229.4,gc27
ENSG00000055130.15,CUL1,gc27
ENSG00000106462.10,EZH2,gc27
ENSG00000251712.3,RNU7-20P,gc27
ENSG00000275586.1,Metazoa_SRP,gc27
ENSG00000239468.3,RN7SL569P,gc27
ENSG00000252316.1,RNY4,gc27
ENSG00000202354.1,RNY3,gc27
ENSG00000201098.1,RNY1,gc27
ENSG00000281189.1,GHET1,gc27
ENSG00000155660.10,PDIA4,gc27
ENSG00000202528.1,RNU6-650P,gc27
ENSG00000234565.1,COX6B1P1,gc27
ENSG00000197362.14,ZNF786,gc27
ENSG00000204947.8,ZNF425,gc27
ENSG00000240877.3,RN7SL521P,gc27
ENSG00000197024.8,ZNF398,gc27
ENSG00000239719.1,AC004890.1,gc27
ENSG00000170265.11,ZNF282,gc27
ENSG00000170260.8,ZNF212,gc27
ENSG00000204946.9,ZNF783,gc27
ENSG00000271664.1,AC004890.3,gc27
ENSG00000244560.6,AC004890.2,gc27
ENSG00000231397.1,AC004941.2,gc27
ENSG00000215311.3,NPM1P12,gc27
ENSG00000228151.1,AC004941.1,gc27
ENSG00000261842.1,AC073314.1,gc27
ENSG00000196453.7,ZNF777,gc27
ENSG00000181220.15,ZNF746,gc27
ENSG00000133624.13,ZNF767P,gc27
ENSG00000133619.17,KRBA1,gc27
ENSG00000181444.12,ZNF467,gc27
ENSG00000197558.11,SSPO,gc27
ENSG00000106479.10,ZNF862,gc27
ENSG00000280149.1,AC004877.2,gc27
ENSG00000273419.1,AC004877.1,gc27
ENSG00000204934.10,ATP6V0E2-AS1,gc27
ENSG00000171130.17,ATP6V0E2,gc27
ENSG00000273293.1,AC093458.1,gc27
ENSG00000279536.1,AC093458.2,gc27
ENSG00000273011.1,AC092681.3,gc27
ENSG00000224016.2,AC092681.1,gc27
ENSG00000260555.1,AC092681.2,gc27
ENSG00000241449.5,AC092666.1,gc27
ENSG00000276538.1,AC092666.2,gc27
ENSG00000106526.10,ACTR3C,gc27
ENSG00000127399.14,LRRC61,gc27
ENSG00000188707.5,ZBED6CL,gc27
ENSG00000106538.9,RARRES2,gc27
ENSG00000261305.1,AC005586.2,gc27
ENSG00000240449.1,AC005586.1,gc27
ENSG00000214022.11,REPIN1,gc27
ENSG00000284041.1,AC073111.3,gc27
ENSG00000284048.2,AC073111.4,gc27
ENSG00000196456.11,ZNF775,gc27
ENSG00000239377.1,AC073111.1,gc27
ENSG00000284691.1,AC073111.5,gc27
ENSG00000242258.1,LINC00996,gc27
ENSG00000171115.3,GIMAP8,gc27
ENSG00000271582.1,AC073111.2,gc27
ENSG00000213205.3,STRADBP1,gc27
ENSG00000179144.4,GIMAP7,gc27
ENSG00000243853.1,ALDH7A1P3,gc27
ENSG00000133574.9,GIMAP4,gc27
ENSG00000271568.1,AC069304.3,gc27
ENSG00000232361.3,AC069304.1,gc27
ENSG00000133561.15,GIMAP6,gc27
ENSG00000270990.1,AC069304.2,gc27
ENSG00000106560.10,GIMAP2,gc27
ENSG00000213203.2,GIMAP1,gc27
ENSG00000281887.3,GIMAP1-GIMAP5,gc27
ENSG00000196329.11,GIMAP5,gc27
ENSG00000177590.7,GIMAP3P,gc27
ENSG00000241134.3,BET1P1,gc27
ENSG00000106565.17,TMEM176B,gc27
ENSG00000002933.7,TMEM176A,gc27
ENSG00000002726.20,AOC1,gc27
ENSG00000055118.14,KCNH2,gc27
ENSG00000164867.10,NOS3,gc27
ENSG00000181652.19,ATG9B,gc27
ENSG00000197150.12,ABCB8,gc27
ENSG00000243433.1,AC010973.1,gc27
ENSG00000213199.7,ASIC3,gc27
ENSG00000164885.12,CDK5,gc27
ENSG00000164889.13,SLC4A2,gc27
ENSG00000244151.1,AC010973.2,gc27
ENSG00000164896.19,FASTK,gc27
ENSG00000164897.12,TMUB1,gc27
ENSG00000133612.18,AGAP3,gc27
ENSG00000164900.4,GBX1,gc27
ENSG00000146926.10,ASB10,gc27
ENSG00000278685.4,IQCA1L,gc27
ENSG00000033050.7,ABCF2,gc27
ENSG00000033100.16,CHPF2,gc27
ENSG00000284191.1,MIR671,gc27
ENSG00000082014.16,SMARCD3,gc27
ENSG00000272661.1,AC021097.1,gc27
ENSG00000243018.1,AC005486.1,gc27
ENSG00000013374.15,NUB1,gc27
ENSG00000187260.15,WDR86,gc27
ENSG00000243836.5,WDR86-AS1,gc27
ENSG00000241456.1,AC005996.2,gc27
ENSG00000127377.8,CRYGN,gc27
ENSG00000265810.1,MIR3907,gc27
ENSG00000241959.3,RN7SL76P,gc27
ENSG00000106615.9,RHEB,gc27
ENSG00000240132.1,AC005996.1,gc27
ENSG00000106617.13,PRKAG2,gc27
ENSG00000242048.3,AC093583.1,gc27
ENSG00000239911.2,PRKAG2-AS1,gc27
ENSG00000212219.1,RNU6-604P,gc27
ENSG00000222941.2,Y_RNA,gc27
ENSG00000227562.1,AC074257.1,gc27
ENSG00000106648.13,GALNTL5,gc27
ENSG00000276213.1,Metazoa_SRP,gc27
ENSG00000178234.12,GALNT11,gc27
ENSG00000229591.1,AC006017.1,gc27
ENSG00000213188.3,YBX1P4,gc27
ENSG00000055609.17,KMT2C,gc27
ENSG00000270405.1,AC104692.2,gc27
ENSG00000204894.4,AC104692.1,gc27
ENSG00000241007.1,SEPT7P6,gc27
ENSG00000253088.1,Y_RNA,gc27
ENSG00000241735.1,FABP5P3,gc27
ENSG00000020219.9,CCT8L1P,gc27
ENSG00000261455.1,LINC01003,gc27
ENSG00000231139.1,AC104843.2,gc27
ENSG00000199404.1,RNA5SP250,gc27
ENSG00000225416.1,AC104843.1,gc27
ENSG00000212590.1,SNORA26,gc27
ENSG00000196584.2,XRCC2,gc27
ENSG00000214003.2,ATP5F1P3,gc27
ENSG00000244328.3,RN7SL845P,gc27
ENSG00000133627.17,ACTR3B,gc27
ENSG00000224104.1,AC079809.1,gc27
ENSG00000234722.3,LINC01287,gc27
ENSG00000233489.1,PAXBP1P1,gc27
ENSG00000130226.16,DPP6,gc27
ENSG00000226509.1,AC005588.1,gc27
ENSG00000270114.1,AC006019.3,gc27
ENSG00000203335.4,AC006019.1,gc27
ENSG00000233363.1,AC006019.2,gc27
ENSG00000236408.1,AC073336.1,gc27
ENSG00000214106.7,PAXIP1-AS2,gc27
ENSG00000157212.18,PAXIP1,gc27
ENSG00000272760.1,AC093726.1,gc27
ENSG00000273183.1,AC093726.2,gc27
ENSG00000273344.1,PAXIP1-AS1,gc27
ENSG00000220575.7,HTR5A-AS1,gc27
ENSG00000157219.3,HTR5A,gc27
ENSG00000283339.1,AC093726.3,gc27
ENSG00000274637.1,AC092628.2,gc27
ENSG00000228806.1,AC092628.1,gc27
ENSG00000201066.1,RN7SKP280,gc27
ENSG00000217825.2,AC099552.1,gc27
ENSG00000228521.2,AC099552.3,gc27
ENSG00000278998.1,AC099552.4,gc27
ENSG00000225612.1,AC099552.2,gc27
ENSG00000273117.1,AC144652.1,gc27
ENSG00000186480.12,INSIG1,gc27
ENSG00000204960.6,BLACE,gc27
ENSG00000218672.1,AC008060.1,gc27
ENSG00000260426.1,AC008060.4,gc27
ENSG00000236544.1,AC008060.3,gc27
ENSG00000164778.4,EN2,gc27
ENSG00000146910.12,CNPY1,gc27
ENSG00000283128.1,AC009403.2,gc27
ENSG00000227365.1,AC008060.2,gc27
ENSG00000216895.9,AC009403.1,gc27
ENSG00000184863.10,RBM33,gc27
ENSG00000164690.7,SHH,gc27
ENSG00000204876.4,AC021218.1,gc27
ENSG00000207061.1,Y_RNA,gc27
ENSG00000270584.1,AC093813.1,gc27
ENSG00000228569.1,AC073133.1,gc27
ENSG00000233878.1,AC073133.2,gc27
ENSG00000182648.11,LINC01006,gc27
ENSG00000279418.1,LINC00244,gc27
ENSG00000234450.1,AC005534.2,gc27
ENSG00000105982.16,RNF32,gc27
ENSG00000224903.1,AC005534.1,gc27
ENSG00000105983.20,LMBR1,gc27
ENSG00000206938.1,RNU4-31P,gc27
ENSG00000230033.1,AC006357.1,gc27
ENSG00000146909.7,NOM1,gc27
ENSG00000130675.14,MNX1,gc27
ENSG00000235029.1,MNX1-AS2,gc27
ENSG00000243479.3,MNX1-AS1,gc27
ENSG00000236102.2,AC006967.2,gc27
ENSG00000229365.3,AC006967.1,gc27
ENSG00000269446.2,AC006967.3,gc27
ENSG00000009335.17,UBE3C,gc27
ENSG00000225224.1,RPS27AP12,gc27
ENSG00000236018.2,AC004898.1,gc27
ENSG00000224629.1,AC004975.1,gc27
ENSG00000229660.1,AC004975.2,gc27
ENSG00000105993.14,DNAJB6,gc27
ENSG00000234210.1,AC006372.3,gc27
ENSG00000223872.1,AC006372.1,gc27
ENSG00000233191.1,AC006372.2,gc27
ENSG00000280266.1,AC006372.4,gc27
ENSG00000155093.17,PTPRN2,gc27
ENSG00000207960.1,MIR153-2,gc27
ENSG00000222012.1,AC005481.1,gc27
ENSG00000231515.1,AC006003.1,gc27
ENSG00000233038.5,AC011899.2,gc27
ENSG00000272839.1,AC011899.3,gc27
ENSG00000231980.1,AC011899.1,gc27
ENSG00000207637.1,MIR595,gc27
ENSG00000225365.1,AC078942.1,gc27
ENSG00000232715.1,LINC01022,gc27
ENSG00000265598.1,MIR5707,gc27
ENSG00000224324.1,THAP5P1,gc27
ENSG00000146918.19,NCAPG2,gc27
ENSG00000228030.2,AC019084.1,gc27
ENSG00000117868.15,ESYT2,gc27
ENSG00000126870.15,WDR60,gc27
ENSG00000231419.6,LINC00689,gc27
ENSG00000106018.13,VIPR2,gc27
ENSG00000229435.2,PIP5K1P2,gc27
ENSG00000253620.2,AC144568.1,gc27
ENSG00000253896.3,AC144568.2,gc27
ENSG00000254193.1,AC131281.2,gc27
ENSG00000253612.1,WBP1LP3,gc27
ENSG00000176269.3,OR4F21,gc27
ENSG00000255464.1,SEPT14P8,gc27
ENSG00000253166.2,AC131281.1,gc27
ENSG00000223508.5,RPL23AP53,gc27
ENSG00000172748.13,ZNF596,gc27
ENSG00000272812.1,AC004908.2,gc27
ENSG00000272240.1,AC004908.1,gc27
ENSG00000273402.1,AC004908.3,gc27
ENSG00000254104.2,AC136777.2,gc27
ENSG00000249868.5,AC136777.1,gc27
ENSG00000182366.9,FAM87A,gc27
ENSG00000147364.16,FBXO25,gc27
ENSG00000272293.1,AC083964.1,gc27
ENSG00000279852.1,AC083964.2,gc27
ENSG00000180190.11,TDRP,gc27
ENSG00000104714.13,ERICH1,gc27
ENSG00000254207.1,AC100797.1,gc27
ENSG00000198010.12,DLGAP2,gc27
ENSG00000282375.1,AC100797.4,gc27
ENSG00000282759.1,AC026950.2,gc27
ENSG00000282692.1,AC129915.3,gc27
ENSG00000254160.1,AC110288.1,gc27
ENSG00000275427.1,AF067845.2,gc27
ENSG00000260721.1,AF067845.1,gc27
ENSG00000282160.1,AF067845.5,gc27
ENSG00000281961.1,AF067845.4,gc27
ENSG00000253267.5,DLGAP2-AS1,gc27
ENSG00000283576.1,AC100810.6,gc27
ENSG00000254265.1,AC100810.2,gc27
ENSG00000182372.9,CLN8,gc27
ENSG00000282021.1,AC100810.3,gc27
ENSG00000253982.1,AC100810.1,gc27
ENSG00000283239.1,KBTBD11-OT1,gc27
ENSG00000283858.1,MIR3674,gc27
ENSG00000207826.1,MIR596,gc27
ENSG00000104728.15,ARHGEF10,gc27
ENSG00000253696.2,KBTBD11-OT1,gc27
ENSG00000253764.1,AC019257.1,gc27
ENSG00000176595.3,KBTBD11,gc27
ENSG00000270988.1,AC019257.2,gc27
ENSG00000253805.1,AC245164.1,gc27
ENSG00000036448.9,MYOM2,gc27
ENSG00000273593.1,MIR7160,gc27
ENSG00000253444.1,AC245519.1,gc27
ENSG00000282686.1,AC245519.2,gc27
ENSG00000282142.1,AC245187.2,gc27
ENSG00000253855.1,AC245187.1,gc27
ENSG00000277526.4,AC245123.1,gc27
ENSG00000254319.5,AC246817.2,gc27
ENSG00000253853.1,AC246817.1,gc27
ENSG00000183117.18,CSMD1,gc27
ENSG00000253162.1,AC026991.1,gc27
ENSG00000222546.1,RNA5SP251,gc27
ENSG00000254244.1,PAICSP4,gc27
ENSG00000253262.1,AC019176.1,gc27
ENSG00000273876.1,AC019176.2,gc27
ENSG00000206661.1,SNORA70,gc27
ENSG00000242079.1,RN7SL318P,gc27
ENSG00000278256.1,AC007718.1,gc27
ENSG00000271248.1,AC091193.1,gc27
ENSG00000240486.2,RPL23AP54,gc27
ENSG00000253510.1,AC004944.1,gc27
ENSG00000254007.1,AC084768.1,gc27
ENSG00000275461.1,AC084768.2,gc27
ENSG00000253571.1,AC087369.1,gc27
ENSG00000222589.1,RN7SKP159,gc27
ENSG00000253189.1,AC079054.1,gc27
ENSG00000253880.1,AC009435.1,gc27
ENSG00000246089.3,AC016065.1,gc27
ENSG00000147316.12,MCPH1,gc27
ENSG00000253550.1,AC016065.2,gc27
ENSG00000091879.13,ANGPT2,gc27
ENSG00000271743.1,AF287957.1,gc27
ENSG00000249898.7,MCPH1-AS1,gc27
ENSG00000276580.1,MIR8055,gc27
ENSG00000155189.11,AGPAT5,gc27
ENSG00000266038.1,MIR4659A,gc27
ENSG00000283386.1,MIR4659B,gc27
ENSG00000275591.4,XKR5,gc27
ENSG00000245857.2,GS1-24F4.2,gc27
ENSG00000164825.3,DEFB1,gc27
ENSG00000250752.2,RPL23AP96,gc27
ENSG00000164822.4,DEFA6,gc27
ENSG00000254625.1,AF233439.1,gc27
ENSG00000164821.4,DEFA4,gc27
ENSG00000223629.1,DEFA8P,gc27
ENSG00000233238.1,DEFA9P,gc27
ENSG00000233531.1,DEFA10P,gc27
ENSG00000206047.2,DEFA1,gc27
ENSG00000215378.3,DEFT1P,gc27
ENSG00000240247.7,DEFA1B,gc27
ENSG00000232039.2,DEFT1P2,gc27
ENSG00000239839.6,DEFA3,gc27
ENSG00000234178.1,DEFA11P,gc27
ENSG00000206042.1,DEFA7P,gc27
ENSG00000164816.7,DEFA5,gc27
ENSG00000255273.1,AF238378.1,gc27
ENSG00000284620.1,AF228730.7,gc27
ENSG00000234120.1,AF228730.4,gc27
ENSG00000228744.1,AF228730.2,gc27
ENSG00000254683.1,SNRPCP6,gc27
ENSG00000230106.1,SNRPCP15,gc27
ENSG00000214268.2,AF228730.1,gc27
ENSG00000231930.1,AF228730.3,gc27
ENSG00000284614.1,AF228730.6,gc27
ENSG00000284728.1,AF228730.8,gc27
ENSG00000255025.1,AF228730.5,gc27
ENSG00000177306.4,OR7E125P,gc27
ENSG00000230045.4,FAM90A15P,gc27
ENSG00000233132.4,FAM90A3P,gc27
ENSG00000249005.3,FAM90A4P,gc27
ENSG00000223885.4,FAM90A13P,gc27
ENSG00000215373.4,FAM90A5P,gc27
ENSG00000233295.3,FAM90A20P,gc27
ENSG00000215374.5,FAM66B,gc27
ENSG00000206034.1,DEFB109B,gc27
ENSG00000230549.3,USP17L1,gc27
ENSG00000236125.3,USP17L4,gc27
ENSG00000235778.1,AC130360.1,gc27
ENSG00000215372.6,ZNF705G,gc27
ENSG00000215371.3,DEFB108C,gc27
ENSG00000177257.2,DEFB4B,gc27
ENSG00000255128.1,AC130360.2,gc27
ENSG00000177243.3,DEFB103B,gc27
ENSG00000164871.17,SPAG11B,gc27
ENSG00000177023.2,DEFB104B,gc27
ENSG00000187082.2,DEFB106B,gc27
ENSG00000186599.7,DEFB105B,gc27
ENSG00000198129.2,DEFB107B,gc27
ENSG00000255251.1,PRR23D1,gc27
ENSG00000248944.1,FAM90A6P,gc27
ENSG00000236660.6,FAM90A7P,gc27
ENSG00000234749.5,FAM90A21P,gc27
ENSG00000215365.4,FAM90A22P,gc27
ENSG00000241737.2,FAM90A23P,gc27
ENSG00000233176.3,OR7E157P,gc27
ENSG00000254796.1,AC134684.1,gc27
ENSG00000284617.1,AC134684.3,gc27
ENSG00000284655.1,AC084121.3,gc27
ENSG00000284698.1,AC084121.4,gc27
ENSG00000254889.1,AC084121.2,gc27
ENSG00000254715.3,OR7E154P,gc27
ENSG00000189393.5,FAM90A14P,gc27
ENSG00000231656.4,FAM90A18P,gc27
ENSG00000229477.3,FAM90A16P,gc27
ENSG00000224710.3,FAM90A8P,gc27
ENSG00000223535.4,FAM90A17P,gc27
ENSG00000237122.3,FAM90A19P,gc27
ENSG00000235825.3,FAM90A9P,gc27
ENSG00000254597.1,FAM90A10P,gc27
ENSG00000255378.1,PRR23D2,gc27
ENSG00000254776.1,AC084121.1,gc27
ENSG00000186572.2,DEFB107A,gc27
ENSG00000186562.7,DEFB105A,gc27
ENSG00000186579.2,DEFB106A,gc27
ENSG00000176782.2,DEFB104A,gc27
ENSG00000178287.17,SPAG11A,gc27
ENSG00000176797.3,DEFB103A,gc27
ENSG00000254543.1,AC130365.1,gc27
ENSG00000171711.2,DEFB4A,gc27
ENSG00000215356.4,ZNF705B,gc27
ENSG00000229907.3,DEFB108A,gc27
ENSG00000225725.4,FAM66E,gc27
ENSG00000255211.1,AC130365.2,gc27
ENSG00000237038.5,USP17L8,gc27
ENSG00000225327.3,USP17L3,gc27
ENSG00000205989.1,DEFB109C,gc27
ENSG00000233115.4,FAM90A11P,gc27
ENSG00000215354.9,FAM90A24P,gc27
ENSG00000254229.2,FAM90A12P,gc27
ENSG00000227013.3,OR7E96P,gc27
ENSG00000253881.1,AC105233.2,gc27
ENSG00000284603.1,AC105233.4,gc27
ENSG00000284606.1,AC105233.5,gc27
ENSG00000284661.1,AC105233.6,gc27
ENSG00000255459.1,AC105233.3,gc27
ENSG00000221305.1,MIR548I3,gc27
ENSG00000244427.1,AC105233.1,gc27
ENSG00000254311.1,SNRPCP17,gc27
ENSG00000249188.1,ENPP7P1,gc27
ENSG00000253893.2,FAM85B,gc27
ENSG00000268955.2,AC068020.1,gc27
ENSG00000173295.7,FAM86B3P,gc27
ENSG00000253981.5,ALG1L13P,gc27
ENSG00000275342.4,PRAG1,gc27
ENSG00000253505.1,AC103957.1,gc27
ENSG00000254153.1,AC103957.2,gc27
ENSG00000253343.1,AC114550.2,gc27
ENSG00000253774.1,AC114550.3,gc27
ENSG00000253130.1,AC114550.1,gc27
ENSG00000263616.2,RN7SL178P,gc27
ENSG00000253958.1,CLDN23,gc27
ENSG00000284717.1,AC087269.2,gc27
ENSG00000254367.5,AC087269.1,gc27
ENSG00000147324.10,MFHAS1,gc27
ENSG00000200713.1,RNU6-682P,gc27
ENSG00000270966.1,AC087763.1,gc27
ENSG00000233609.3,RPL10P19,gc27
ENSG00000207244.1,SNORA70,gc27
ENSG00000104626.14,ERI1,gc27
ENSG00000263407.1,MIR4660,gc27
ENSG00000239078.1,RNU7-55P,gc27
ENSG00000197334.2,Metazoa_SRP,gc27
ENSG00000173281.4,PPP1R3B,gc27
ENSG00000254340.1,AC022784.7,gc27
ENSG00000253426.5,AC022784.3,gc27
ENSG00000279949.1,AC022784.8,gc27
ENSG00000253252.2,AC022784.2,gc27
ENSG00000248538.6,AC022784.1,gc27
ENSG00000254091.2,AC022784.5,gc27
ENSG00000254235.5,AC022784.6,gc27
ENSG00000253887.1,AC022784.4,gc27
ENSG00000207415.1,RNU6-1151P,gc27
ENSG00000253735.1,AC021736.1,gc27
ENSG00000201815.1,RNU6-526P,gc27
ENSG00000254237.5,AC021242.2,gc27
ENSG00000249050.1,AC021242.1,gc27
ENSG00000272267.2,AC021242.3,gc27
ENSG00000173273.15,TNKS,gc27
ENSG00000253697.1,AC103834.1,gc27
ENSG00000207701.1,MIR597,gc27
ENSG00000253230.8,LINC00599,gc27
ENSG00000284321.1,MIR124-1,gc27
ENSG00000260093.1,AC034111.1,gc27
ENSG00000175806.14,MSRA,gc27
ENSG00000249848.1,AC112673.1,gc27
ENSG00000261451.1,AC104964.2,gc27
ENSG00000253641.5,LINCR-0001,gc27
ENSG00000207128.1,RNU6-729P,gc27
ENSG00000253678.1,AC104964.1,gc27
ENSG00000253649.3,PRSS51,gc27
ENSG00000272505.1,AC104964.3,gc27
ENSG00000184647.10,PRSS55,gc27
ENSG00000183638.5,RP1L1,gc27
ENSG00000263762.1,MIR4286,gc27
ENSG00000171060.10,C8orf74,gc27
ENSG00000212433.1,RNA5SP252,gc27
ENSG00000171056.7,SOX7,gc27
ENSG00000258724.1,AC105001.2,gc27
ENSG00000248896.2,AC105001.1,gc27
ENSG00000254093.8,PINX1,gc27
ENSG00000283210.1,MIR1322,gc27
ENSG00000253695.1,AC011008.1,gc27
ENSG00000280294.1,AC011008.2,gc27
ENSG00000171044.10,XKR6,gc27
ENSG00000207600.3,MIR598,gc27
ENSG00000254839.1,AF131215.3,gc27
ENSG00000269918.1,AF131215.6,gc27
ENSG00000255310.2,AF131215.5,gc27
ENSG00000254936.4,AF131215.4,gc27
ENSG00000254556.1,AF131215.2,gc27
ENSG00000231965.4,AF131215.1,gc27
ENSG00000270076.1,AF131215.7,gc27
ENSG00000236827.1,LINC00529,gc27
ENSG00000239315.4,RPL19P13,gc27
ENSG00000249316.2,AF131216.2,gc27
ENSG00000280273.2,AF131216.4,gc27
ENSG00000104643.9,MTMR9,gc27
ENSG00000246477.3,AF131216.1,gc27
ENSG00000177710.5,SLC35G5,gc27
ENSG00000154316.16,TDH,gc27
ENSG00000255020.1,AF131216.3,gc27
ENSG00000184608.8,FAM167A-AS1,gc27
ENSG00000242483.3,RN7SL293P,gc27
ENSG00000199368.1,RNU6-1084P,gc27
ENSG00000154319.14,FAM167A,gc27
ENSG00000136573.12,BLK,gc27
ENSG00000269954.1,AC022239.4,gc27
ENSG00000254774.1,AC022239.1,gc27
ENSG00000255518.1,AC022239.3,gc27
ENSG00000255354.1,AC022239.2,gc27
ENSG00000170983.3,LINC00208,gc27
ENSG00000136574.17,GATA4,gc27
ENSG00000255394.4,C8orf49,gc27
ENSG00000154328.15,NEIL2,gc27
ENSG00000227203.3,SUB1P1,gc27
ENSG00000079459.12,FDFT1,gc27
ENSG00000255046.1,AC069185.1,gc27
ENSG00000164733.20,CTSB,gc27
ENSG00000269899.1,AC025857.2,gc27
ENSG00000255144.1,AC025857.1,gc27
ENSG00000254948.1,OR7E158P,gc27
ENSG00000206014.7,OR7E161P,gc27
ENSG00000205884.2,DEFB136,gc27
ENSG00000205883.2,DEFB135,gc27
ENSG00000205882.8,DEFB134,gc27
